1,1,8,8,7,46
2,1,8,8,7,46
3,1,7,7,6,43
4,1,4,4,3,42
1,2,8,8,7,47
2,2,8,0,7,48
3,2,7,0,6,44
4,2,4,4,3,43
1,3,8,8,7,46
2,3,8,0,7,46
3,3,7,0,6,45
4,3,4,4,3,43
1,4,9,8,7,44
2,4,9,0,7,44
3,4,7,0,6,44
4,4,4,4,3,43
1,5,7,6,7,56
2,5,7,0,7,56
3,5,5,0,5,56
4,5,4,4,3,43
1,6,6,5,6,59
2,6,6,0,6,58
3,6,5,0,5,58
4,6,3,2,3,58
1,7,6,4,6,61
2,7,6,0,6,61
3,7,4,0,5,61
4,7,2,2,3,61
1,8,5,4,6,64
2,8,5,0,6,64
3,8,3,0,4,64
4,8,2,1,3,63
1,9,5,3,6,67
2,9,5,0,6,67
3,9,3,0,4,66
4,9,1,1,2,64
1,10,5,3,6,70
2,10,5,0,6,70
3,10,3,0,4,68
4,10,1,1,2,66
